loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,home_ownership_MORTGAGE,home_ownership_NONE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,term_ 36 months,term_ 60 months
24000.0,6.92,740.18,72000.0,17.57,0.0,0.0,7.0,0.0,5550.0,17.3,32.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15000.0,10.0,484.01,41604.0,19.76,0.0,0.0,6.0,0.0,16507.0,84.7,16.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8500.0,7.29,263.59,73000.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,14.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9100.0,17.14,226.85,45000.0,15.47,3.0,2.0,9.0,0.0,3607.0,68.1,23.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3500.0,15.65,122.45,24000.0,6.7,0.0,1.0,4.0,0.0,3661.0,71.8,4.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
11000.0,15.28,382.83,41280.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,17.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8000.0,18.25,204.24,44100.0,14.39,0.0,1.0,8.0,0.0,14830.0,75.9,12.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3000.0,18.25,76.59,22800.0,20.37,2.0,3.0,3.0,0.0,2069.0,34.5,11.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9950.0,16.02,242.08,69096.0,7.16,0.0,1.0,24.0,0.0,3039.0,57.3,35.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11000.0,9.63,353.04,39996.0,27.54,0.0,1.0,14.0,0.0,7572.0,32.2,16.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8000.0,16.4,196.25,45000.0,13.23,0.0,0.0,7.0,0.0,2143.0,63.3,20.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4300.0,7.66,134.08,86604.0,3.49,0.0,1.0,3.0,0.0,46812.0,30.6,19.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4900.0,7.66,98.56,34224.0,29.89,0.0,0.0,6.0,0.0,6873.0,29.1,16.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1500.0,5.42,45.24,18700.0,3.53,0.0,0.0,6.0,0.0,1501.0,5.3,10.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11200.0,7.29,347.32,72000.0,5.02,0.0,0.0,7.0,0.0,8485.0,33.4,15.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
28000.0,10.74,605.17,53004.0,14.31,0.0,0.0,11.0,0.0,17187.0,66.1,30.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8000.0,16.02,281.34,112000.0,0.48,2.0,1.0,4.0,0.0,1658.0,47.4,16.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
35000.0,20.11,929.43,150000.0,23.61,0.0,1.0,12.0,0.0,30207.0,75.7,23.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8000.0,15.28,191.5,53140.0,12.19,0.0,2.0,5.0,0.0,221.0,11.6,14.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10000.0,14.54,344.41,78000.0,20.52,1.0,2.0,7.0,0.0,1780.0,89.0,24.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9600.0,10.74,207.49,52008.0,9.34,0.0,0.0,7.0,0.0,0.0,0.0,12.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4000.0,7.66,124.72,91000.0,11.08,0.0,0.0,8.0,0.0,46780.0,86.8,27.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15000.0,12.68,338.85,45000.0,11.89,0.0,0.0,7.0,0.0,15690.0,84.4,19.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1800.0,16.02,63.31,50960.0,4.19,0.0,0.0,2.0,0.0,0.0,0.0,32.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12000.0,10.0,254.97,110004.0,10.2,0.0,0.0,11.0,0.0,43351.0,46.9,31.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3000.0,5.42,90.48,94000.0,4.9,0.0,0.0,6.0,0.0,4770.0,32.4,24.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
12200.0,12.68,275.6,24000.0,14.7,1.0,0.0,7.0,0.0,7514.0,19.1,9.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6500.0,5.79,197.13,65000.0,12.48,0.0,0.0,14.0,0.0,887.0,5.7,24.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12000.0,10.0,254.97,89000.0,15.75,0.0,2.0,7.0,0.0,1156.0,33.0,16.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6400.0,7.29,198.47,50000.0,13.46,0.0,2.0,9.0,0.0,2204.0,6.6,16.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10400.0,6.0,218.99,29000.0,10.84,0.0,0.0,7.0,0.0,8696.0,95.6,15.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33950.0,16.4,832.84,84000.0,23.73,0.0,0.0,11.0,0.0,28713.0,55.6,33.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2000.0,6.92,61.69,34884.0,21.6,0.0,0.0,12.0,0.0,3569.0,36.1,14.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3800.0,7.66,76.44,25200.0,11.05,0.0,0.0,8.0,0.0,24.0,0.1,13.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10000.0,10.74,326.16,68000.0,16.31,0.0,0.0,5.0,0.0,29280.0,88.5,20.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5600.0,19.36,146.38,49008.0,17.87,0.0,1.0,15.0,0.0,5103.0,64.6,25.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
21000.0,15.65,506.79,57200.0,20.1,0.0,0.0,21.0,0.0,21558.0,58.7,35.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6800.0,9.63,218.24,28800.0,4.46,0.0,1.0,12.0,0.0,3810.0,13.1,21.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13750.0,16.77,340.03,36000.0,19.27,0.0,0.0,10.0,0.0,16216.0,81.1,34.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6000.0,10.37,128.58,24000.0,11.05,0.0,0.0,6.0,0.0,12.0,0.2,9.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24000.0,12.68,542.16,107500.0,17.82,0.0,0.0,11.0,0.0,10955.0,42.8,20.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18000.0,11.11,392.36,138000.0,26.4,0.0,0.0,15.0,0.0,47857.0,42.0,44.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7000.0,10.37,227.09,50000.0,7.06,0.0,0.0,6.0,0.0,8502.0,61.6,8.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4200.0,13.06,141.64,78000.0,13.82,5.0,1.0,14.0,0.0,23653.0,85.2,28.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4000.0,14.54,137.77,35000.0,6.82,0.0,1.0,7.0,0.0,3078.0,76.9,10.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3600.0,10.74,117.42,72000.0,13.47,0.0,0.0,12.0,0.0,22435.0,67.4,28.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9600.0,7.29,297.7,81960.0,25.52,0.0,0.0,14.0,0.0,14520.0,38.6,30.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4000.0,9.63,128.38,80569.0,10.23,1.0,0.0,8.0,0.0,0.0,0.0,19.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30000.0,16.77,741.88,111000.0,19.23,0.0,1.0,15.0,0.0,45880.0,25.3,31.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30000.0,18.25,765.89,90996.0,18.63,1.0,2.0,10.0,0.0,26814.0,41.6,24.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8000.0,18.25,204.24,60000.0,7.7,2.0,0.0,11.0,0.0,3647.0,84.8,22.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2800.0,12.68,93.92,82116.0,21.26,0.0,0.0,9.0,0.0,26825.0,97.5,27.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6000.0,12.68,201.25,40000.0,7.65,0.0,2.0,4.0,1.0,5086.0,62.8,20.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30000.0,16.02,729.87,119500.0,20.51,0.0,3.0,10.0,0.0,26535.0,52.2,33.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000.0,10.37,1135.45,242400.0,6.76,0.0,0.0,7.0,0.0,4203.0,11.6,20.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10000.0,10.74,326.16,74000.0,17.97,0.0,2.0,11.0,0.0,54095.0,46.2,19.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
25000.0,10.37,811.03,133300.0,10.34,0.0,0.0,9.0,0.0,28756.0,73.5,25.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20000.0,11.11,655.82,115000.0,0.31,0.0,5.0,3.0,0.0,1827.0,8.5,11.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20000.0,7.29,620.2,34500.0,10.61,0.0,0.0,6.0,0.0,19046.0,46.7,17.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13000.0,7.29,403.13,180000.0,9.25,0.0,1.0,13.0,0.0,103323.0,21.1,37.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15000.0,15.28,359.06,105000.0,8.24,0.0,2.0,11.0,0.0,18621.0,82.0,29.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23000.0,10.37,492.88,28000.0,18.73,0.0,0.0,17.0,0.0,48780.0,19.4,57.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14075.0,12.68,317.95,61200.0,20.94,0.0,3.0,8.0,0.0,3943.0,33.4,20.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8000.0,10.37,259.53,60000.0,12.3,0.0,2.0,11.0,0.0,430.0,14.8,24.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11000.0,10.37,235.73,48000.0,21.38,0.0,0.0,5.0,0.0,2598.0,42.6,16.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7200.0,10.0,232.33,66560.0,7.99,0.0,0.0,8.0,0.0,2305.0,26.2,17.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
14000.0,10.37,300.02,133000.0,10.8,0.0,1.0,15.0,0.0,7677.0,5.3,48.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22475.0,13.8,520.63,49000.0,16.7,0.0,1.0,6.0,0.0,2704.0,60.1,38.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
11200.0,5.42,337.8,96000.0,2.89,0.0,0.0,7.0,0.0,11759.0,19.7,23.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25000.0,15.65,874.62,92000.0,12.44,0.0,2.0,28.0,0.0,29367.0,18.3,52.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4325.0,11.11,141.83,23000.0,24.47,0.0,0.0,6.0,0.0,5675.0,97.8,10.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13000.0,10.74,424.01,38400.0,19.25,0.0,1.0,7.0,0.0,28032.0,61.2,9.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20000.0,13.06,674.46,100000.0,13.7,2.0,2.0,10.0,0.0,12446.0,17.5,48.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20000.0,13.06,455.68,40000.0,26.16,0.0,1.0,5.0,0.0,9171.0,53.9,21.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8000.0,16.02,281.34,33600.0,17.71,2.0,0.0,11.0,0.0,6831.0,91.1,23.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9600.0,5.79,291.14,125000.32,11.34,0.0,0.0,10.0,0.0,2267.0,6.7,21.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
14000.0,17.14,349.0,52000.0,6.48,0.0,1.0,7.0,0.0,5777.0,48.5,23.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4750.0,11.11,155.76,14400.0,14.42,0.0,1.0,6.0,0.0,7743.0,73.7,7.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3000.0,12.68,100.63,55000.0,12.94,0.0,0.0,9.0,0.0,6576.0,76.5,35.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7500.0,5.79,227.46,48000.0,12.25,0.0,0.0,6.0,0.0,239.0,2.6,19.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15000.0,5.79,454.91,180000.0,5.98,0.0,0.0,9.0,0.0,2916.0,8.1,41.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10200.0,14.17,238.24,60000.0,20.36,0.0,1.0,7.0,1.0,2772.0,35.5,34.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12000.0,13.8,277.98,112000.0,7.42,1.0,1.0,10.0,0.0,5795.0,44.2,28.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
21000.0,10.74,684.94,93000.0,17.7,0.0,0.0,11.0,0.0,45439.0,82.3,24.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2500.0,10.37,81.11,26568.0,22.31,0.0,0.0,5.0,1.0,1537.0,53.0,13.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1000.0,5.42,30.16,28800.0,26.0,0.0,0.0,14.0,0.0,3134.0,5.8,29.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15000.0,12.68,503.11,110000.0,22.34,0.0,0.0,14.0,0.0,32142.0,77.5,46.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6400.0,10.37,207.63,26400.0,10.45,0.0,0.0,6.0,0.0,2214.0,88.6,7.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16000.0,10.74,345.81,46000.0,9.1,0.0,0.0,12.0,0.0,16604.0,45.9,22.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4875.0,10.74,159.01,64052.0,17.95,0.0,1.0,14.0,0.0,5796.0,15.9,19.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5600.0,15.65,135.15,70000.0,17.91,1.0,1.0,22.0,0.0,6573.0,30.6,52.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11000.0,10.0,354.94,140000.0,11.49,0.0,0.0,16.0,0.0,11013.0,54.8,33.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1500.0,13.06,50.59,85000.0,20.82,0.0,1.0,8.0,0.0,4665.0,45.7,27.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8875.0,15.28,212.45,24000.0,14.8,0.0,1.0,7.0,0.0,9231.0,71.0,10.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11000.0,10.37,356.86,52769.6,14.62,0.0,0.0,9.0,0.0,2200.0,22.9,18.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6000.0,9.63,126.4,62000.0,14.36,0.0,0.0,6.0,0.0,8592.0,38.7,26.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9600.0,7.66,193.1,35000.0,18.71,0.0,0.0,8.0,0.0,2898.0,20.1,19.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35000.0,9.63,1123.29,107000.0,0.28,0.0,0.0,4.0,0.0,1556.0,6.7,15.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18000.0,14.91,427.37,36000.0,6.0,1.0,0.0,10.0,0.0,5914.0,35.2,43.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7200.0,7.29,223.28,45000.0,14.61,0.0,0.0,11.0,0.0,12363.0,58.3,18.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9600.0,15.65,231.68,98000.0,17.99,0.0,2.0,13.0,0.0,30627.0,73.5,33.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12000.0,10.74,391.39,100000.0,12.53,0.0,0.0,4.0,0.0,38708.0,85.1,6.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6000.0,13.8,204.49,49000.0,19.69,0.0,1.0,5.0,0.0,7273.0,94.5,9.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5600.0,7.29,173.66,60000.0,3.62,0.0,0.0,6.0,0.0,3414.0,49.4,6.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
28000.0,10.37,600.03,96000.0,20.26,0.0,0.0,19.0,0.0,0.0,0.0,43.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5500.0,5.79,166.8,65000.0,5.8,0.0,0.0,18.0,0.0,10189.0,13.7,37.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9000.0,10.0,191.23,43000.0,13.34,0.0,0.0,8.0,0.0,0.0,0.0,20.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25000.0,10.74,540.33,82000.0,8.59,0.0,0.0,7.0,0.0,21191.0,83.8,14.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22800.0,16.02,554.7,90000.0,15.77,0.0,2.0,10.0,0.0,19901.0,66.6,28.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7000.0,6.92,215.89,105000.0,8.54,2.0,1.0,11.0,0.0,3282.0,5.1,24.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5000.0,15.28,119.69,75000.0,7.34,0.0,2.0,8.0,0.0,6520.0,63.9,18.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2475.0,5.79,75.06,63600.0,7.13,0.0,1.0,11.0,0.0,18304.0,27.8,36.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7000.0,7.29,217.07,68000.0,12.9,0.0,0.0,4.0,0.0,5743.0,56.3,11.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35000.0,14.17,817.48,85000.0,10.09,0.0,1.0,14.0,0.0,12126.0,34.5,37.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9000.0,7.29,279.09,46000.0,10.23,0.0,0.0,6.0,0.0,8955.0,54.3,10.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10000.0,9.63,320.94,34500.0,15.79,0.0,3.0,6.0,0.0,14211.0,26.0,9.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12000.0,7.29,372.12,77000.0,18.03,0.0,0.0,17.0,0.0,74359.0,64.8,38.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2350.0,14.17,80.52,22000.0,22.96,3.0,1.0,12.0,0.0,2921.0,42.3,15.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
14000.0,19.36,365.95,61000.0,18.18,2.0,3.0,5.0,0.0,9269.0,94.6,28.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4000.0,7.66,124.72,50000.0,21.26,0.0,0.0,12.0,0.0,15192.0,63.9,20.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
12500.0,13.06,421.54,38400.0,24.81,0.0,3.0,7.0,0.0,14977.0,87.6,23.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
24000.0,12.68,542.16,120120.0,11.93,0.0,0.0,11.0,0.0,17504.0,51.5,40.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10000.0,10.74,326.16,50000.0,24.14,0.0,0.0,10.0,0.0,17308.0,86.4,27.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8000.0,7.29,248.08,120000.0,0.68,0.0,0.0,4.0,0.0,166.0,3.7,20.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2000.0,5.42,60.32,94500.0,11.06,0.0,0.0,7.0,0.0,19922.0,38.9,20.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9000.0,12.68,203.31,58852.56,18.86,0.0,1.0,21.0,0.0,5081.0,18.4,33.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26000.0,13.06,592.38,90696.0,3.28,2.0,0.0,10.0,0.0,2342.0,31.2,35.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4000.0,15.28,95.75,74500.0,13.11,0.0,3.0,10.0,1.0,8414.0,76.5,16.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
13000.0,9.63,417.22,47000.0,12.61,0.0,0.0,5.0,0.0,4132.0,72.5,16.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2700.0,5.79,81.89,47500.0,19.81,0.0,1.0,14.0,0.0,13159.0,18.3,32.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2000.0,5.42,60.32,124000.0,10.4,0.0,0.0,15.0,0.0,8942.0,15.1,39.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3500.0,13.06,118.04,36000.0,7.5,0.0,1.0,10.0,0.0,6060.0,85.9,15.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3000.0,7.29,93.03,50000.0,3.22,0.0,0.0,7.0,0.0,5411.0,20.0,9.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30000.0,17.14,731.02,129000.0,10.96,0.0,2.0,9.0,0.0,1763.0,80.1,30.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3425.0,13.43,116.12,35000.0,13.65,0.0,1.0,6.0,0.0,1018.0,42.4,25.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4000.0,5.42,120.64,50000.0,12.6,0.0,0.0,10.0,0.0,15788.0,18.2,35.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1000.0,7.66,31.18,49000.0,17.93,0.0,0.0,12.0,0.0,10178.0,67.4,26.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
22000.0,9.63,706.07,57000.0,7.71,0.0,3.0,14.0,0.0,19308.0,32.5,27.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
